  533×12 table

         TestFolder          Accuracy    BestGuess    GuessScore       AN          CE          DS          HP          NE          SA          SC          SR   
    "S1/S1MK5/S1MK5SR"        0.14286      "SC"        0.42857      0.047619           0    0.095238           0     0.28571           0     0.42857     0.14286
    "S1/S1MK6/S1MK6SR"              0      "NE"            0.4           0.1           0        0.15           0         0.4         0.3        0.05           0
    "S1/S1MK7/S1MK7SR"        0.52381      "SR"        0.52381       0.19048           0           0           0    0.095238           0     0.19048     0.52381
    "S1/S1MK8/S1MK8SR"              0      "DS"        0.71429       0.28571           0     0.71429           0           0           0           0           0
    "S1/S1NM2/S1NM2SR"        0.47368      "SR"        0.47368             0           0           0           0    0.052632     0.10526     0.36842     0.47368
    "S2/S2HD1/S2HD1SR"        0.19048      "HP"        0.42857       0.19048           0    0.095238     0.42857           0           0    0.095238     0.19048
    "S2/S2GL1/S2GL1SR"              0      "AN"        0.46667       0.46667           0           0     0.13333           0           0         0.4           0
    "S2/S2NM2/S2NM2SR"           0.35      "SC"            0.6          0.05           0           0           0           0           0         0.6        0.35
    "S3/S3HD1/S3HD1SR"              0      "AN"        0.61905       0.61905           0           0    0.095238      0.2381           0    0.047619           0
    "S3/S3HD2/S3HD2SR"         0.2381      "SR"         0.2381        0.2381           0     0.19048     0.14286    0.047619    0.047619    0.095238      0.2381
    "S3/S3MK1/S3MK1SR"        0.33333      "SC"        0.52381      0.095238           0    0.047619           0           0           0     0.52381     0.33333
    "S3/S3MK2/S3MK2SR"              0      "AN"        0.42857       0.42857     0.33333     0.19048    0.047619           0           0           0           0
    "S3/S3MK3/S3MK3SR"              0      "AN"        0.90476       0.90476           0           0    0.095238           0           0           0           0
    "S3/S3MK4/S3MK4SR"       0.047619      "SC"        0.47619       0.19048           0     0.28571           0           0           0     0.47619    0.047619
    "S3/S3MK5/S3MK5SR"            0.3      "DS"           0.35             0           0        0.35         0.2           0           0        0.15         0.3
    "S3/S3NM3/S3NM3SR"            0.1      "NE"           0.35          0.05           0           0        0.05        0.35        0.25         0.2         0.1
    "S4/S4GL1/S4GL1SR"        0.38095      "SR"        0.38095      0.095238           0           0     0.28571           0           0      0.2381     0.38095
    "S4/S4HD1/S4HD1SR"        0.66667      "SR"        0.66667             0           0    0.047619           0    0.095238           0     0.19048     0.66667
    "S4/S4MK1/S4MK1SR"              0      "AN"           0.75          0.75           0        0.15         0.1           0           0           0           0
    "S4/S4NM2/S4NM2SR"        0.38462      "SC"        0.42308      0.076923           0           0           0     0.11538           0     0.42308     0.38462
    "S5/S5MK1/S5MK1SR"         0.2381      "SA"        0.28571      0.095238    0.047619     0.14286           0     0.19048     0.28571           0      0.2381
    "S5/S5MK2/S5MK2SR"         0.2381      "DS"        0.52381             0           0     0.52381      0.2381           0           0           0      0.2381
    "S5/S5MK3/S5MK3SR"              0      "DS"        0.47619       0.33333           0     0.47619     0.19048           0           0           0           0
    "S5/S5MK4/S5MK4SR"           0.05      "HP"            0.4          0.15           0         0.4         0.4           0           0           0        0.05
    "S5/S5NM4/S5NM4SR"        0.61905      "SR"        0.61905       0.19048           0           0           0           0           0     0.19048     0.61905
    "S6/S6MK1/S6MK1SR"            0.8      "SR"            0.8             0           0           0         0.1           0           0         0.1         0.8
    "S6/S6MK2/S6MK2SR"        0.14286      "SC"        0.66667      0.047619           0     0.14286           0           0           0     0.66667     0.14286
    "S7/S7MK1/S7MK1SR"              0      "DS"        0.71429       0.28571           0     0.71429           0           0           0           0           0
    "S7/S7MK2/S7MK2SR"        0.28571      "DS"        0.38095       0.19048    0.047619     0.38095    0.095238           0           0           0     0.28571
    "S7/S7MK3/S7MK3SR"              0      "SC"         0.7619       0.19048           0    0.047619           0           0           0      0.7619           0
    "S7/S7HD1/S7HD1SR"        0.14286      "SC"        0.66667             0           0    0.047619     0.14286           0           0     0.66667     0.14286
    "S7/S7HD2/S7HD2SR"        0.57143      "SR"        0.57143             0           0    0.047619           0           0           0     0.38095     0.57143
    "S7/S7FM1/S7FM1SR"              0      "AN"        0.52381       0.52381           0    0.095238    0.095238           0           0     0.28571           0
    "S7/S7FM2/S7FM2SR"              0      "AN"        0.57143       0.57143    0.047619           0           0           0           0     0.38095           0
    "S7/S7FM3/S7FM3SR"              0      "AN"        0.85714       0.85714           0    0.095238           0           0    0.047619           0           0
    "S7/S7NM4/S7NM4SR"        0.61905      "SR"        0.61905             0           0           0    0.095238           0           0     0.28571     0.61905
    "S10/S10MK2/S10MK2SR"     0.47619      "HP"        0.52381             0           0           0     0.52381           0           0           0     0.47619
    "S10/S10MK1/S10MK1SR"    0.047619      "AN"        0.52381       0.52381    0.047619     0.28571    0.047619           0    0.047619           0    0.047619
    "S10/S10MK3/S10MK3SR"     0.80952      "SR"        0.80952             0           0           0     0.19048           0           0           0     0.80952
    "S10/S10MK4/S10MK4SR"      0.2381      "HP"         0.7619             0           0           0      0.7619           0           0           0      0.2381
    "S10/S10NM2/S10NM2SR"      0.2381      "AN"        0.47619       0.47619           0           0           0    0.095238           0     0.19048      0.2381
    "S11/S11MK2/S11MK2SR"     0.38095      "SR"        0.38095      0.095238    0.047619     0.38095    0.047619           0           0    0.047619     0.38095
    "S11/S11MK1/S11MK1SR"           0      "HP"        0.61905       0.14286           0    0.095238     0.61905           0           0     0.14286           0
    "S11/S11NM3/S11NM3SR"           0      "AN"        0.52381       0.52381    0.047619    0.047619           0    0.047619           0     0.33333           0
    "S12/S12MK2/S12MK2SR"    0.047619      "DS"        0.95238             0           0     0.95238           0           0           0           0    0.047619
    "S12/S12MK1/S12MK1SR"     0.38095      "DS"        0.42857             0           0     0.42857     0.19048           0           0           0     0.38095
    "S12/S12NM2/S12NM2SR"         0.4      "SR"            0.4          0.05           0           0        0.25           0           0         0.3         0.4
    "S13/S13MK1/S13MK1SR"     0.71429      "SR"        0.71429             0           0     0.19048           0           0           0    0.095238     0.71429
    "S14/S14HD1/S14HD1SR"           0      "SC"        0.38095             0     0.14286    0.047619           0     0.38095    0.047619     0.38095           0
    "S14/S14GL1/S14GL1SR"           0      "SA"            0.6           0.1        0.05        0.25           0           0         0.6           0           0
    "S14/S14MK1/S14MK1SR"         0.6      "SR"            0.6             0           0        0.05        0.15         0.1         0.1           0         0.6
    "S14/S14NM2/S14NM2SR"     0.13636      "NE"        0.40909      0.090909    0.045455           0    0.090909     0.40909    0.045455     0.18182     0.13636
    "S15/S15MK1/S15MK1SR"    0.047619      "SC"        0.52381      0.047619           0     0.38095           0           0           0     0.52381    0.047619
    "S16/S16MK1/S16MK1SR"         0.4      "SR"            0.4           0.1           0         0.2         0.2           0           0         0.1         0.4
    "S17/S17MK1/S17MK1SR"        0.56      "SR"           0.56          0.16           0           0           0           0           0        0.28        0.56
    "S18/S18MK1/S18MK1SR"         0.1      "DS"           0.65           0.1           0        0.65           0           0        0.05         0.1         0.1
    "S19/S19GL1/S19GL1SR"           0      "DS"           0.55           0.1           0        0.55        0.05           0         0.3           0           0
    "S19/S19MK1/S19MK1SR"      0.2381      "HP"        0.52381      0.095238           0     0.14286     0.52381           0           0           0      0.2381
    "S20/S20MK1/S20MK1SR"           0      "AN"        0.38095       0.38095           0     0.33333    0.047619           0           0      0.2381           0
    "S21/S21MK1/S21MK1SR"           0      "HP"            0.8          0.05           0        0.15         0.8           0           0           0           0

