  533×12 table

         TestFolder          Accuracy    BestGuess    GuessScore       AN          CE          DS          HP          NE          SA          SC          SR   
    "S1/S1HD1/S1HD1SR"              0      "SC"           0.45             0        0.05           0           0        0.25        0.25        0.45           0
    "S1/S1HD2/S1HD2SR"        0.19048      "SC"        0.38095             0           0           0           0     0.14286     0.28571     0.38095     0.19048
    "S1/S1MK1/S1MK1SR"       0.047619      "AN"        0.57143       0.57143           0    0.047619     0.14286     0.19048           0           0    0.047619
    "S1/S1MK2/S1MK2SR"        0.47619      "SR"        0.47619             0    0.095238    0.047619           0           0           0     0.38095     0.47619
    "S1/S1MK3/S1MK3SR"       0.047619      "DS"        0.33333       0.33333           0     0.33333      0.2381           0           0    0.047619    0.047619
    "S1/S1MK4/S1MK4SR"        0.61905      "SR"        0.61905             0           0           0           0           0           0     0.38095     0.61905
    "S1/S1MK5/S1MK5SR"        0.14286      "SC"        0.47619      0.095238           0    0.095238           0     0.14286    0.047619     0.47619     0.14286
    "S1/S1MK6/S1MK6SR"              0      "SA"            0.5          0.05           0           0           0         0.4         0.5        0.05           0
    "S1/S1MK7/S1MK7SR"        0.52381      "SR"        0.52381             0           0     0.19048           0           0           0     0.28571     0.52381
    "S1/S1MK8/S1MK8SR"              0      "DS"        0.66667       0.28571           0     0.66667           0           0    0.047619           0           0
    "S1/S1NM2/S1NM2SR"        0.57895      "SR"        0.57895             0           0           0           0     0.10526     0.10526     0.21053     0.57895
    "S2/S2HD1/S2HD1SR"       0.047619      "HP"         0.7619      0.047619           0     0.14286      0.7619           0           0           0    0.047619
    "S2/S2GL1/S2GL1SR"              0      "DS"        0.46667           0.2           0     0.46667     0.33333           0           0           0           0
    "S2/S2NM2/S2NM2SR"            0.9      "SR"            0.9             0           0           0           0           0           0         0.1         0.9
    "S3/S3HD1/S3HD1SR"              0      "AN"         0.7619        0.7619           0           0    0.095238           0           0     0.14286           0
    "S3/S3HD2/S3HD2SR"        0.14286      "HP"        0.38095      0.095238           0      0.2381     0.38095    0.047619           0    0.095238     0.14286
    "S3/S3MK1/S3MK1SR"        0.47619      "SR"        0.47619      0.095238           0           0           0           0           0     0.42857     0.47619
    "S3/S3MK2/S3MK2SR"              0      "DS"        0.66667             0    0.095238     0.66667           0           0      0.2381           0           0
    "S3/S3MK3/S3MK3SR"              0      "AN"        0.85714       0.85714           0    0.047619           0           0           0    0.095238           0
    "S3/S3MK4/S3MK4SR"              0      "SC"        0.57143       0.19048           0      0.2381           0           0           0     0.57143           0
    "S3/S3MK5/S3MK5SR"              0      "HP"            0.5             0           0         0.3         0.5           0           0         0.2           0
    "S3/S3NM3/S3NM3SR"            0.4      "SR"            0.4           0.1           0           0           0         0.1           0         0.4         0.4
    "S4/S4GL1/S4GL1SR"              0      "HP"         0.7619             0           0           0      0.7619           0           0      0.2381           0
    "S4/S4HD1/S4HD1SR"        0.42857      "SR"        0.42857             0           0    0.047619     0.14286     0.14286           0      0.2381     0.42857
    "S4/S4MK1/S4MK1SR"              0      "HP"            0.9             0           0           0         0.9        0.05           0        0.05           0
    "S4/S4NM2/S4NM2SR"            0.5      "SR"            0.5             0           0     0.15385           0     0.34615           0           0         0.5
    "S5/S5MK1/S5MK1SR"       0.095238      "DS"        0.33333       0.14286           0     0.33333     0.28571           0     0.14286           0    0.095238
    "S5/S5MK2/S5MK2SR"        0.19048      "DS"        0.42857      0.047619           0     0.42857     0.28571           0    0.047619           0     0.19048
    "S5/S5MK3/S5MK3SR"              0      "AN"        0.38095       0.38095           0     0.28571     0.33333           0           0           0           0
    "S5/S5MK4/S5MK4SR"              0      "HP"            0.5           0.1           0         0.4         0.5           0           0           0           0
    "S5/S5NM4/S5NM4SR"        0.47619      "SR"        0.47619       0.14286           0           0           0           0           0     0.38095     0.47619
    "S6/S6MK1/S6MK1SR"            0.7      "SR"            0.7          0.15           0           0           0           0           0        0.15         0.7
    "S6/S6MK2/S6MK2SR"       0.047619      "SC"        0.95238             0           0           0           0           0           0     0.95238    0.047619
    "S7/S7MK1/S7MK1SR"              0      "DS"        0.66667        0.2381           0     0.66667    0.095238           0           0           0           0
    "S7/S7MK2/S7MK2SR"              0      "SC"        0.52381       0.14286           0    0.095238      0.2381           0           0     0.52381           0
    "S7/S7MK3/S7MK3SR"              0      "SC"        0.42857       0.28571           0    0.095238           0           0     0.19048     0.42857           0
    "S7/S7HD1/S7HD1SR"        0.71429      "SR"        0.71429             0           0           0     0.14286           0           0     0.14286     0.71429
    "S7/S7HD2/S7HD2SR"        0.90476      "SR"        0.90476             0           0    0.047619           0           0           0    0.047619     0.90476
    "S7/S7FM1/S7FM1SR"              0      "AN"              1             1           0           0           0           0           0           0           0
    "S7/S7FM2/S7FM2SR"              0      "AN"        0.52381       0.52381    0.047619           0           0           0           0     0.42857           0
    "S7/S7FM3/S7FM3SR"              0      "AN"        0.52381       0.52381           0           0     0.38095           0    0.095238           0           0
    "S7/S7NM4/S7NM4SR"        0.80952      "SR"        0.80952             0           0           0    0.047619           0           0     0.14286     0.80952
    "S10/S10MK2/S10MK2SR"     0.52381      "SR"        0.52381       0.14286           0           0     0.33333           0           0           0     0.52381
    "S10/S10MK1/S10MK1SR"    0.047619      "AN"        0.85714       0.85714    0.047619           0    0.047619           0           0           0    0.047619
    "S10/S10MK3/S10MK3SR"           0      "DS"        0.42857       0.28571           0     0.42857     0.14286           0           0     0.14286           0
    "S10/S10MK4/S10MK4SR"    0.095238      "DS"        0.71429             0           0     0.71429    0.095238           0           0    0.095238    0.095238
    "S10/S10NM2/S10NM2SR"    0.047619      "NE"        0.61905      0.047619           0           0           0     0.61905    0.047619      0.2381    0.047619
    "S11/S11MK2/S11MK2SR"    0.095238      "DS"        0.57143      0.047619           0     0.57143      0.2381           0    0.047619           0    0.095238
    "S11/S11MK1/S11MK1SR"           0      "HP"        0.71429       0.28571           0           0     0.71429           0           0           0           0
    "S11/S11NM3/S11NM3SR"           0      "SC"        0.38095       0.33333    0.047619    0.095238           0           0     0.14286     0.38095           0
    "S12/S12MK2/S12MK2SR"           0      "DS"              1             0           0           1           0           0           0           0           0
    "S12/S12MK1/S12MK1SR"     0.66667      "SR"        0.66667       0.14286           0           0     0.14286    0.047619           0           0     0.66667
    "S12/S12NM2/S12NM2SR"        0.55      "SR"           0.55           0.1           0           0        0.15           0           0         0.2        0.55
    "S13/S13MK1/S13MK1SR"    0.095238      "DS"        0.57143             0           0     0.57143    0.047619           0           0     0.28571    0.095238
    "S14/S14HD1/S14HD1SR"      0.2381      "SR"         0.2381      0.047619     0.19048           0    0.047619      0.2381    0.047619     0.19048      0.2381
    "S14/S14GL1/S14GL1SR"           0      "SA"           0.55          0.05           0         0.1        0.25        0.05        0.55           0           0
    "S14/S14MK1/S14MK1SR"        0.25      "AN"            0.4           0.4           0        0.05           0         0.1         0.2           0        0.25
    "S14/S14NM2/S14NM2SR"     0.54545      "SR"        0.54545      0.045455           0           0    0.090909     0.18182     0.13636           0     0.54545
    "S15/S15MK1/S15MK1SR"           0      "SC"        0.52381        0.2381           0     0.19048    0.047619           0           0     0.52381           0
    "S16/S16MK1/S16MK1SR"         0.3      "SR"            0.3          0.05           0        0.25        0.25           0           0        0.15         0.3
    "S17/S17MK1/S17MK1SR"         0.4      "SR"            0.4           0.2           0           0        0.04           0           0        0.36         0.4
    "S18/S18MK1/S18MK1SR"         0.1      "DS"           0.45             0           0        0.45           0           0        0.35         0.1         0.1
    "S19/S19GL1/S19GL1SR"           0      "SA"           0.45          0.05           0        0.05        0.45           0        0.45           0           0
    "S19/S19MK1/S19MK1SR"     0.47619      "SR"        0.47619             0           0     0.19048     0.33333           0           0           0     0.47619
    "S20/S20MK1/S20MK1SR"           0      "SC"        0.38095             0           0      0.2381     0.38095           0           0     0.38095           0
    "S21/S21MK1/S21MK1SR"           0      "HP"            0.9          0.05           0        0.05         0.9           0           0           0           0

>>
